time,pos_pct
2017-06-17,0.3333333333333333
2017-06-19,0.0
2017-06-20,0.3333333333333333
2017-06-21,1.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-26,0.0
2017-06-28,1.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,1.0
2017-07-05,1.0
2017-07-06,0.0
2017-07-07,0.6666666666666666
2017-07-08,0.5
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.5
2017-07-14,0.0
2017-07-17,1.0
2017-07-19,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,1.0
2017-07-24,0.0
2017-07-25,0.6666666666666666
2017-07-26,1.0
2017-07-27,0.0
2017-07-28,0.6666666666666666
2017-07-29,0.0
2017-07-31,0.0
2017-08-01,0.5
2017-08-02,0.5
2017-08-03,0.3333333333333333
2017-08-04,0.5
2017-08-06,0.5
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.5
2017-08-11,0.0
2017-08-13,1.0
2017-08-15,0.0
2017-08-16,1.0
2017-08-17,0.5
2017-08-20,1.0
2017-08-21,1.0
2017-08-22,0.6666666666666666
2017-08-23,0.0
2017-08-25,0.4
2017-08-26,1.0
2017-08-27,0.0
2017-08-29,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-06,0.0
2017-09-09,1.0
2017-09-10,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,1.0
2017-09-19,0.6666666666666666
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.25
2017-09-24,1.0
2017-09-25,0.0
2017-09-26,0.5
2017-09-29,0.0
2017-09-30,0.25
2017-10-04,0.0
2017-10-07,1.0
2017-10-08,1.0
2017-10-09,0.0
2017-10-10,0.2
2017-10-11,0.6666666666666666
2017-10-12,0.0
2017-10-13,0.0
2017-10-15,0.25
2017-10-16,0.0
2017-10-17,0.4
2017-10-18,0.0
2017-10-22,0.0
2017-10-24,0.6666666666666666
2017-10-27,0.3333333333333333
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.5
2017-10-31,0.0
2017-11-03,0.0
2017-11-04,0.5
2017-11-05,0.0
2017-11-06,0.0
2017-11-07,0.5
2017-11-08,1.0
2017-11-09,0.0
2017-11-11,0.5
2017-11-12,0.3333333333333333
2017-11-13,0.5
2017-11-14,0.25
2017-11-15,0.0
2017-11-16,0.3333333333333333
2017-11-17,0.0
2017-11-19,0.3333333333333333
2017-11-20,0.6666666666666666
2017-11-21,1.0
2017-11-22,0.0
2017-11-24,1.0
2017-11-25,0.25
2017-11-27,0.6666666666666666
2017-11-28,0.0
2017-11-30,1.0
2017-12-01,0.2222222222222222
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.5
2017-12-07,0.0
2017-12-08,0.5
2017-12-10,0.3333333333333333
2017-12-11,1.0
2017-12-12,0.46153846153846156
2017-12-13,0.4
2017-12-14,0.0
2017-12-15,0.6666666666666666
2017-12-16,0.5
2017-12-17,1.0
2017-12-18,0.0
2017-12-19,0.5
2017-12-20,0.0
2017-12-21,0.5
2017-12-22,0.0
2017-12-23,0.5
2017-12-24,0.3333333333333333
2017-12-25,1.0
2017-12-26,0.0
2017-12-27,0.6666666666666666
2017-12-28,0.5
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.5
2018-01-02,1.0
2018-01-03,0.0
2018-01-05,0.0
2018-01-06,0.5
2018-01-07,0.0
2018-01-08,0.5
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.5
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.5
2018-01-15,0.3333333333333333
2018-01-16,0.75
2018-01-17,0.4
2018-01-18,0.0
2018-01-19,0.42857142857142855
2018-01-20,0.16666666666666666
2018-01-21,0.6
2018-01-22,0.4
2018-01-23,0.0
2018-01-24,0.5
2018-01-25,0.0
2018-01-26,0.5
2018-01-27,0.5
2018-01-29,0.3333333333333333
2018-01-30,0.25
2018-01-31,0.42857142857142855
2018-02-01,0.0
2018-02-02,0.0
2018-02-03,1.0
2018-02-04,0.0
2018-02-05,0.25
2018-02-06,0.0
2018-02-08,0.16666666666666666
2018-02-09,0.2
2018-02-10,0.3333333333333333
2018-02-11,0.5
2018-02-12,0.6666666666666666
2018-02-14,0.0
2018-02-15,0.3333333333333333
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,0.6666666666666666
2018-02-19,0.0
2018-02-20,0.5
2018-02-21,0.5
2018-02-24,0.5
2018-02-25,0.5
2018-02-27,1.0
2018-02-28,0.0
